final monument	description	program	specific rules
601857-010401	GALLEY G5	SFE	NULL
601857-010501	GALLEY G5	SFE	NULL
601857-010601	GALLEY G5	SFE	NULL
601857-010701	GALLEY G5	SFE	NULL
601857-010801	GALLEY G5	SFE	NULL
601857-010901	GALLEY G5	SFE	NULL
601857-011001	GALLEY G5	SFE	NULL
601857-011101	GALLEY G5	SFE	NULL
601857-011301	GALLEY G5	SFE	NULL
601857-012201	GALLEY G5	SFE	NULL
601857-012401	GALLEY G5	SFE	NULL
601857-012601	GALLEY G5	SFE	NULL
601857-017301	GALLEY G5	SFE	NULL
601857-017801	GALLEY G5	SFE	NULL
601857-018001	GALLEY G5	SFE	NULL
601857-018401	GALLEY G5	SFE	NULL
601857-018901	GALLEY G5	SFE	NULL
601857-019101	GALLEY G5	SFE	NULL
601857-019401	GALLEY G5	SFE	NULL
601857-020201	GALLEY G5	SFE	NULL
601857-020601	GALLEY G5	SFE	NULL
601857-021401	GALLEY G5	SFE	NULL
601857-025001	GALLEY G5	SFE	NULL
601857-025101	GALLEY G5	SFE	NULL
601857-025201	GALLEY G5	SFE	NULL
601857-025301	GALLEY G5	SFE	NULL
601857-025401	GALLEY G5	SFE	NULL
601857-025501	GALLEY G5	SFE	NULL
601857-025601	GALLEY G5	SFE	NULL
601857-025701	GALLEY G5	SFE	NULL
601857-025801	GALLEY G5	SFE	NULL
601857-026001	GALLEY G5	SFE	NULL
601857-026101	GALLEY G5	SFE	NULL
601857-026201	GALLEY G5	SFE	NULL
601857-026301	GALLEY G5	SFE	NULL
601857-026401	GALLEY G5	SFE	NULL
601857-026501	GALLEY G5	SFE	NULL
601857-026601	GALLEY G5	SFE	NULL
601857-026801	GALLEY G5	SFE	NULL
601857-026901	GALLEY G5	SFE	NULL
601857-027001	GALLEY G5	SFE	NULL
601857-027101	GALLEY G5	SFE	NULL
601857-027201	GALLEY G5	SFE	NULL
601857-027301	GALLEY G5	SFE	NULL
601857-027401	GALLEY G5	SFE	NULL
601857-027501	GALLEY G5	SFE	NULL
601857-027601	GALLEY G5	SFE	NULL
601857-027701	GALLEY G5	SFE	NULL
601857-027801	GALLEY G5	SFE	NULL
601857-027901	GALLEY G5	SFE	NULL
601857-028001	GALLEY G5	SFE	NULL
601857-028101	GALLEY G5	SFE	NULL
601857-028201	GALLEY G5	SFE	NULL
601857-028401	GALLEY G5	SFE	NULL
601857-028501	GALLEY G5	SFE	NULL
601857-028601	GALLEY G5	SFE	NULL
601857-028701	GALLEY G5	SFE	NULL
601857-028801	GALLEY G5	SFE	NULL
601857-028901	GALLEY G5	SFE	NULL
601857-029101	GALLEY G5	SFE	NULL
601857-029201	GALLEY G5	SFE	NULL
601857-029301	GALLEY G5	SFE	NULL
601858-001101	GALLEY G5	SFE	NULL
601858-001801	GALLEY G5	SFE	NULL
601858-009001	GALLEY G5	SFE	NULL
601858-009101	GALLEY G5	SFE	NULL
601858-009201	GALLEY G5	SFE	NULL
601858-009301	GALLEY G5	SFE	NULL
601858-009401	GALLEY G5	SFE	NULL
601858-009501	GALLEY G5	SFE	NULL
601858-009801	GALLEY G5	SFE	NULL
601858-009901	GALLEY G5	SFE	NULL
601858-010001	GALLEY G5	SFE	NULL
601858-010301	GALLEY G5	SFE	NULL
601858-010501	GALLEY G5	SFE	NULL
601858-010601	GALLEY G5	SFE	NULL
601858-010701	GALLEY G5	SFE	NULL
601858-010901	GALLEY G5	SFE	NULL
601858-011001	GALLEY G5	SFE	NULL
601858-011101	GALLEY G5	SFE	NULL
601858-011301	GALLEY G5	SFE	NULL
601858-011401	GALLEY G5	SFE	NULL
601858-011501	GALLEY G5	SFE	NULL
601858-011601	GALLEY G5	SFE	NULL
601858-011701	GALLEY G5	SFE	NULL
601858-011901	GALLEY G5	SFE	NULL
601858-012401	GALLEY G5	SFE	NULL
601858-012501	GALLEY G5	SFE	NULL
601858-012601	GALLEY G5	SFE	NULL
601858-013701	GALLEY G5	SFE	NULL
601858-014001	GALLEY G5	SFE	NULL
601858-014201	GALLEY G5	SFE	NULL
601858-014501	GALLEY G3	SFE	NULL
601858-014601	GALLEY G5	SFE	NULL
601858-014901	GALLEY G5	SFE	NULL
601858-015901	GALLEY G5	SFE	NULL
601858-016001	GALLEY G5	SFE	NULL
601858-016101	GALLEY G5	SFE	NULL
601858-016501	GALLEY G5	SFE	NULL
601858-016601	GALLEY G5	SFE	NULL
601858-016701	GALLEY G5	SFE	NULL
601858-016801	GALLEY G5	SFE	NULL
601858-016901	GALLEY G5	SFE	NULL
601858-017001	GALLEY G5	SFE	NULL
601858-017101	GALLEY G5	SFE	NULL
601858-017201	GALLEY G5	SFE	NULL
601858-017301	GALLEY G5	SFE	NULL
601858-017401	GALLEY G5	SFE	NULL
601858-017501	GALLEY G5	SFE	NULL
601858-017601	GALLEY G5	SFE	NULL
601858-017701	GALLEY G5	SFE	NULL
601858-017801	GALLEY G5	SFE	NULL
601858-017901	GALLEY G5	SFE	NULL
601858-018001	GALLEY G5	SFE	NULL
601858-018101	GALLEY G5	SFE	NULL
601858-018201	GALLEY G5	SFE	NULL
601858-018301	GALLEY G5	BFE	NULL
601858-018401	GALLEY G5	BFE	NULL
601858-018501	GALLEY G5	BFE	NULL
601858-018601	GALLEY G5	SFE	NULL
601858-018701	GALLEY G5	SFE	NULL
601858-018801	GALLEY G5	SFE	NULL
601858-018901	GALLEY G5	SFE	NULL
601858-019001	GALLEY G5	SFE	NULL
601858-019101	GALLEY G5	SFE	NULL
601858-019301	GALLEY G5	SFE	NULL
601858-019401	GALLEY G5	SFE	NULL
601858-019501	GALLEY G5	SFE	NULL
601858-019601	GALLEY G5	SFE	NULL
601858-019701	GALLEY G5	SFE	NULL
601858-019801	GALLEY G5	SFE	NULL
601858-019901	GALLEY G5	SFE	NULL
601858-020001	GALLEY G5	SFE	NULL
601858-020101	GALLEY G5	SFE	NULL
601858-020201	GALLEY G5	SFE	NULL
601858-020401	GALLEY G5	SFE	NULL
601858-020501	GALLEY G5	SFE	NULL
601858-020601	GALLEY G5	SFE	NULL
601858-020701	GALLEY G5	SFE	NULL
601858-020801	GALLEY G5	SFE	NULL
601858-020901	GALLEY G5	SFE	NULL
601858-021001	GALLEY G5	SFE	NULL
601858-021101	GALLEY G5	SFE	NULL
601858-021201	GALLEY G5	SFE	NULL
601858-021301	GALLEY G5	SFE	NULL
601858-021401	GALLEY G5	SFE	NULL
601858-021501	GALLEY G5	SFE	NULL
601858-021601	GALLEY G5	SFE	NULL
601858-021701	GALLEY G5	SFE	NULL
601858-021801	GALLEY G5	SFE	NULL
601858-021901	GALLEY G5	SFE	NULL
601858-022001	GALLEY G5	SFE	NULL
601858-022101	GALLEY G5	SFE	NULL
601858-022201	GALLEY G5	SFE	NULL
601858-022301	GALLEY G5	SFE	NULL
601858-022401	GALLEY G5	SFE	NULL
601858-022501	GALLEY G5	SFE	NULL
601858-022601	GALLEY G5	SFE	NULL
601858-022701	GALLEY G5	SFE	NULL
601858-022801	GALLEY G5	SFE	NULL
601858-022901	GALLEY G5	SFE	NULL
601858-023001	GALLEY G5	SFE	NULL
601858-023101	GALLEY G5	SFE	NULL
601858-023201	GALLEY G5	SFE	NULL
601858-023301	GALLEY G5	SFE	NULL
601858-023401	GALLEY G5	SFE	NULL
601858-025201	GALLEY G5	SFE	NULL
601858-025401	GALLEY G5	SFE	NULL
601858-025901	GALLEY G5	SFE	NULL
601858-026301	GALLEY G5	SFE	NULL
601858-026501	GALLEY G5	SFE	NULL
601858-027401	GALLEY G5	SFE	NULL
601858-027601	GALLEY G5	SFE	NULL
601858-027701	GALLEY G5	SFE	NULL
601858-028201	GALLEY G5	SFE	NULL
601858-028301	GALLEY G5	SFE	NULL
601858-028401	GALLEY G5	SFE	NULL
601858-028501	GALLEY G5	SFE	NULL
601858-028601	GALLEY G5	SFE	NULL
601858-028701	GALLEY G5	SFE	NULL
601858-028801	GALLEY G5	SFE	NULL
601858-029301	GALLEY G5	SFE	NULL
601858-029701	GALLEY G5	SFE	NULL
601858-030001	GALLEY G5	SFE	NULL
601858-031001	GALLEY G5	SFE	NULL
601858-031101	GALLEY G5	SFE	NULL
601858-031201	GALLEY G5	SFE	NULL
601858-031401	GALLEY G5	SFE	NULL
601858-033301	GALLEY G5	SFE	NULL
601858-033401	GALLEY G5	SFE	NULL
601858-033501	GALLEY G5	SFE	NULL
601858-033601	GALLEY G5	SFE	NULL
601858-033701	GALLEY G5	SFE	NULL
601858-M015101	GALLEY G5	SFE	NULL
601859-008401	STOWAGE S1, 18" FWD LH	SFE	NULL
601859-008402	STOWAGE S2, 18" FWD RH	SFE	NULL
601859-008501	STOWAGE S1, 18" FWD LH	SFE	NULL
601859-008502	STOWAGE S2, 18" FWD RH	SFE	NULL
601859-009601	STOWAGE C1, 15" FWD LH	SFE	NULL
601859-010301	STOWAGE S1, 13" FWD RH	SFE	NULL
601861-003201	STOWAGE S1, 18" FWD LH	SFE	NULL
601865-002301	GALLEY G2A	SFE	NULL
601865-002401	GALLEY G2A	SFE	NULL
601865-002501	GALLEY G2A	SFE	NULL
601865-002901	GALLEY G2a	SFE	NULL
601865-003301	GALLEY G2a	SFE	NULL
601865-003401	GALLEY G2a	SFE	NULL
601865-003501	GALLEY G2a	SFE	NULL
601865-003601	GALLEY G2a	SFE	NULL
601865-003701	GALLEY G2a	SFE	NULL
601865-003801	GALLEY G2a	SFE	NULL
601865-003901	GALLEY G2a	SFE	NULL
601865-004001	GALLEY G2a	SFE	NULL
601865-004101	GALLEY G2a	SFE	NULL
601865-004201	GALLEY G2a	SFE	NULL
601865-004301	GALLEY G2a	SFE	NULL
601865-004401	GALLEY G2a	SFE	NULL
601865-004501	GALLEY G2a	SFE	NULL
601865-004601	GALLEY G2a	SFE	NULL
601865-004701	GALLEY G2a	SFE	NULL
601865-005401	GALLEY G2a	SFE	NULL
601865-006001	GALLEY G2a	SFE	NULL
601865-007101	GALLEY G2a	SFE	NULL
601865-008701	Galley G2a	SFE	NULL
601865-008801	Galley G2a	SFE	NULL
601865-008901	Galley G2a	SFE	NULL
601865-009001	Galley G2a	SFE	NULL
601865-009101	Galley G2a	SFE	NULL
601865-009201	Galley G2a	SFE	NULL
601865-009301	Galley G2a	SFE	NULL
601865-009401	Galley G2a	SFE	NULL
601865-009501	Galley G2a	SFE	NULL
601865-009601	Galley G2a	SFE	NULL
601865-009701	Galley G2a	SFE	NULL
601865-009801	Galley G2a	SFE	NULL
601865-009901	Galley G2a	SFE	NULL
601865-010001	Galley G2a	SFE	NULL
601865-010101	Galley G2a	SFE	NULL
601865-010201	Galley G2a	SFE	NULL
601865-010301	Galley G2a	SFE	NULL
601867-000501	GALLEY G2a FSW	SFE	NULL
601868-000001	GREEN GALLEY G3 HS	SFE	NULL
601868-000101	GALLEY G3 HS	SFE	NULL
601868-000301	GALLEY G3 HS	SFE	NULL
601868-000701	GALLEY G3 HS	SFE	NULL
601869-000201	GALLEY G3	SFE	NULL
601869-000701	GALLEY G3	BFE	NULL
601869-001001	GALLEY G3	SFE	NULL
601869-001101	GALLEY G3	SFE	NULL
601869-001201	GALLEY G3	SFE	NULL
601869-001301	GALLEY G3	SFE	NULL
601869-001401	GALLEY G3	SFE	NULL
601869-001901	Galley G3	SFE	NULL
601869-002001	Galley G3	SFE	NULL
601870-000101	GALLEY G3 FS WET	SFE	NULL
601870-000901	GALLEY G3	SFE	NULL
601870-001001	GALLEY G3	SFE	NULL
601870-001101	GALLEY G3	SFE	NULL
601870-001201	GALLEY G3	SFE	NULL
601870-002301	GALLEY G3 FSW	SFE	NULL
601870-003001	Galley G3	SFE	NULL
601879-000501	GALLEY G3b	SFE	NULL
601879-001301	GALLEY G3b	SFE	NULL
601879-001501	GALLEY G3b	SFE	NULL
601879-001701	GALLEY G3b	SFE	NULL
601879-001801	GALLEY G3b	SFE	NULL
601879-001901	GALLEY G3b	SFE	NULL
601879-002101	G3b	SFE	NULL
601879-002301	GALLEY G3b	SFE	NULL
601879-002401	GALLEY G3b	SFE	NULL
601879-002801	GALLEY G3b	SFE	NULL
601888-003001	GALLEY G4a	SFE	NULL
601888-003101	GALLEY G4a	SFE	NULL
601888-003201	GALLEY G4a	SFE	NULL
601888-003301	GALLEY G4a	SFE	NULL
601888-003401	GALLEY G4a	SFE	NULL
601888-003501	GALLEY G4a	SFE	NULL
601888-003601	GALLEY G4a	SFE	NULL
601888-003701	GALLEY G4a	SFE	NULL
601888-003801	GALLEY G4a	SFE	NULL
601888-003901	GALLEY G4a	SFE	NULL
601888-004001	GALLEY G4a	SFE	NULL
601888-004101	GALLEY G4a	SFE	NULL
601888-004201	GALLEY G4a	SFE	NULL
601888-004301	GALLEY G4a	SFE	NULL
601888-004401	GALLEY G4a	SFE	NULL
601888-004601	GALLEY G4a	SFE	NULL
601888-004901	GALLEY G4a	SFE	NULL
601888-005201	GALLEY G4b	SFE	NULL
601888-005801	Galley SG4	SFE	NULL
601888-005901	Galley G4a	SFE	NULL
601888-006001	Galley G4a	SFE	NULL
601888-006101	Galley G4a	SFE	NULL
601888-006201	Galley G4a	SFE	NULL
601891-000201	GALLEY G4b	SFE	NULL
601891-002001	GALLEY G4B	SFE	NULL
601891-002201	Galley G4b	SFE	NULL
601891-003201	GALLEY G4B	SFE	NULL
601891-004601	GALLEY G4B	SFE	NULL
601891-004701	GALLEY G4B	SFE	NULL
601891-004801	GALLEY G4B	SFE	NULL
601891-006201	GALLEY G4B	SFE	NULL
601891-008001	GALLEY G4B	SFE	NULL
601891-008601	Galley G4b	SFE	NULL
601891-008701	GALLEY G4B	SFE	NULL
601891-008901	GALLEY G4B	SFE	NULL
601891-011101	GALLEY G4b	SFE	NULL
601891-013801	GALLEY G4b	SFE	NULL
601891-014101	GALLEY G4b	SFE	NULL
601891-014301	GALLEY G4B	SFE	NULL
601891-015401	Galley G4b	SFE	NULL
601891-015901	GALLEY G4b	SFE	NULL
601891-018301	GALLEY G4b	SFE	NULL
601897-000501	GALLEY G2a CHIL	SFE	NULL
601897-000601	GALLEY G2A CHILLED	SFE	NULL
601897-000701	GALLEY G2a CHIL	SFE	NULL
6018A4-000201	GALLEY G4c	SFE	NULL
6018A6-001101	GALLEY G1	SFE	NULL
6018A6-001201	GALLEY G1	SFE	NULL
6018A6-001301	GALLEY G1	SFE	NULL
6018A6-001401	GALLEY G1	SFE	NULL
6018C1-000701	Galley G5	SFE	NULL
601912-000201	GALLEY PART OF AFT COMPLEX	SFE	NULL
601919-000201	GALLEY G1	SFE	NULL
601919-000301	GALLEY G1	SFE	NULL
601919-000401	GALLEY G1	SFE	NULL
601920-000301	GALLEY G5	SFE	NULL
601920-000401	GALLEY G5	SFE	NULL
601924-000101	Galley G2a	SFE	NULL
601930-000201	GALLEY G4b	SFE	NULL
601940-000201	Galley G4b	SFE	NULL
601947-000001	Galley G2	SFE	NULL
601948-000001	Galley G3b	SFE	NULL
601948-000101	Galley G3b	SFE	NULL
601951-000101	Galley G2a	SFE	NULL
601951-000201	Galley G2a	SFE	NULL
601951-000301	Galley G2a	SFE	NULL
601957-000101	Galley G2a	SFE	NULL
601968-000001	Galley G2a	SFE	NULL
601981-000001	Galley G2a	SFE	NULL
601982-000101	Galley G1	SFE	NULL
601983-000101	Galley G5	SFE	NULL
6019C3-000001	GALLEY G1	SFE	NULL
6019D4-000001	GALLEY G1	SFE	NULL
6019D5-000001	GALLEY G5	SFE	NULL
6019D7-000001	Galley G2 Dry	SFE	NULL
6019D9-000001	GALLEY G1	SFE	NULL
6019E1-000001	GALLEY G2a HS/DRY	SFE	NULL
6019E2-000001	GALLEY G5	SFE	NULL
606320-3	AFT GALLEY	BFE	NULL
606380-3	GALLEY G4	BFE	NULL
606396-3	GALLEY G4	BFE	NULL
606397-3	GALLEY G4	BFE	NULL
606511-3	GALLEY G1	BFE	NULL
606528-3	GALLEY G1	BFE	NULL
606536-3	GALLEY G1	BFE	NULL
607373-11	GALLEY G2	BFE	NULL
607374-11	GALLEY G4	BFE	NULL
607375-11	GALLEY G5	BFE	NULL
607396-11	GALLEY G4	BFE	NULL
607397-11	GALLEY G4	BFE	NULL
608396-11	GALLEY G4	BFE	NULL
608397-11	GALLEY G4	BFE	NULL
619850-703	GALLEY G1	BFE	NULL
619851-1603	GALLEY G1	BFE	NULL
619852-1003	GALLEY G1	BFE	NULL
619852-1603	GALLEY G1	BFE	NULL
619852-603	GALLEY G1	BFE	NULL
619852-903	GALLEY G1	BFE	NULL
619857-2103	GALLEY G5	BFE	NULL
619858-1003	GALLEY G5	BFE	NULL
619858-1703	GALLEY G5	BFE	NULL
619858-703	GALLEY G5	BFE	NULL
619865-403	GALLEY G2A	BFE	NULL
619919-3	GALLEY G1	BFE	NULL
619937-3	GALLEY G2a	BFE	NULL
6199C0-3	GALLEY G1	BFE	NULL
6199C1-3	GALLEY G5	BFE	NULL
6199F2-3	GALLEY G2a	BFE	NULL
620400-61D	GALLEY G1	BFE	NULL
621525-11	GALLEY G2A INSTL.	BFE	NULL
601891-019001	GALLEY G4B	SFE	NULL
696179-31	GALLEY F2	BFE	NULL
601891-016301	GALLEY G4B	SFE	NULL
601891-016601	GALLEY G4B	SFE	NULL
601891-016701	Galley G4b	SFE	NULL
601891-016801	Galley G4b	SFE	NULL
601891-016901	Galley G4b	SFE	NULL
601891-017001	Galley G4b	SFE	NULL
601891-017101	Galley G4b	SFE	NULL
601891-017201	Galley G4b	SFE	NULL
601891-017301	Galley G4b	SFE	NULL
601891-017401	Galley G4b	SFE	NULL
601891-017501	Galley G4b	SFE	NULL
601852-M027801	GALLEY G1	SFE	NULL
601851-026901	GALLEY G1	SFE	NULL
601851-027001	GALLEY G1	SFE	NULL
601851-027601	GALLEY G1	SFE	NULL
601851-027701	GALLEY G1	SFE	NULL
601852-031101	GALLEY G1	SFE	NULL
601852-031201	GALLEY G1	SFE	NULL
601852-031801	GALLEY G1	SFE	NULL
601852-028601	GALLEY G1	SFE	NULL
601852-030101	GALLEY G1	SFE	NULL
601851-019401	GALLEY G1	SFE	NULL
601851-019501	GALLEY G1	SFE	NULL
601851-021701	GALLEY G1	SFE	NULL
601851-021801	GALLEY G1	SFE	NULL
601858-034101	Galley G5	SFE	NULL
601858-034201	Galley G5	SFE	NULL
601858-034301	Galley G5	SFE	NULL
601858-034401	Galley G5	SFE	NULL
601858-034501	Galley G5	SFE	NULL
601858-034601	Galley G5	SFE	NULL
601858-034701	GALLEY G5	SFE	NULL
601858-034801	Galley G5	SFE	NULL
601858-034901	Galley G5	SFE	NULL
601858-035001	Galley G5	SFE	NULL
601858-035101	Galley G5	SFE	NULL
601858-035201	Galley G5	SFE	NULL
601858-035301	Galley G5	SFE	NULL
601858-035401	Galley G5	SFE	NULL
601858-035501	Galley G5	SFE	NULL
601858-035601	Galley G5	SFE	NULL
601858-035701	Galley G5	SFE	NULL
601858-035801	Galley G5	SFE	NULL
601858-035901	Galley G5	SFE	NULL
601858-036001	Galley G5	SFE	NULL
601858-036101	Galley G5	SFE	NULL
601858-036201	Galley G5	SFE	NULL
601858-036301	Galley G5	SFE	NULL
601858-036401	Galley G5	SFE	NULL
601858-036501	Galley G5	SFE	NULL
601858-036601	Galley G5	SFE	NULL
601858-036701	Galley G5	SFE	NULL
601858-036801	Galley G5	SFE	NULL
601858-036901	Galley G5	SFE	NULL
601858-037001	Galley G5	SFE	NULL
601858-037101	Galley G5	SFE	NULL
601858-037201	Galley G5	SFE	NULL
601858-037401	Galley G5	SFE	NULL
601858-037501	Galley G5	SFE	NULL
601858-037601	Galley G5	SFE	NULL
601858-037701	Galley G5	SFE	NULL
601858-037801	Galley G5	SFE	NULL
601867-001311	GALLEY G2a FS WET	SFE	NULL
601867-001601	GALLEY G2a FSW	SFE	NULL
601867-001701	GALLEY G2a	SFE	NULL
601867-001801	GALLEY G2a	SFE	NULL
601867-001901	GALLEY G2a	SFE	NULL
601867-002001	GALLEY G2a	SFE	NULL
601867-M000301	GALLEY G2a FSW	SFE	NULL
6018A8-000201	GALLEY G2a FSD	SFE	NULL
601891-025601	GALLEY G4b	SFE	NULL
601891-025701	GALLEY G4b	SFE	NULL
601891-025801	GALLEY G4b	SFE	NULL
601891-026301	GALLEY G4b	SFE	NULL
601858-048001	GALLEY G5	SFE	NULL
601858-048101	GALLEY G5	SFE	NULL
601858-048201	GALLEY G5	SFE	NULL
601858-048301	GALLEY G5	SFE	NULL
601858-048401	GALLEY G5	SFE	NULL
601858-048501	GALLEY G5	SFE	NULL
601858-049801	GALLEY G5	SFE	NULL
6018A4-000801	GALLEY G4c	SFE	NULL
6018A4-000901	GALLEY G4c	SFE	NULL
6018A4-001401	GALLEY G4c	SFE	NULL
6018A5-000201	GALLEY G1	SFE	NULL
6018A6-002401	GALLEY G1	SFE	NULL
601891-012101	GALLEY G4b	SFE	NULL
601891-009801	Galley G4b	SFE	NULL
601891-010001	GALLEY G4b	SFE	NULL
601891-010101	GALLEY G4b	SFE	NULL
601891-014901	GALLEY G4B	SFE	NULL
601891-015001	GALLEY G4B	SFE	NULL
601857-021701	Galley G5	SFE	NULL
601857-021801	Galley G5	SFE	NULL
601857-022001	Galley G5	SFE	NULL
601857-022101	Galley G5	SFE	NULL
601857-022301	Galley G5	SFE	NULL
601857-022501	Galley G5	SFE	NULL
601857-023301	Galley G5	SFE	NULL
601857-023601	Galley G5	SFE	NULL
601857-023701	Galley G5	SFE	NULL
601857-023801	Galley G5	SFE	NULL
601857-023901	Galley G5	SFE	NULL
601857-024001	Galley G5	SFE	NULL
601857-024201	Galley G5	SFE	NULL
601857-024401	Galley G5	SFE	NULL
601857-024601	GALLEY G5	SFE	NULL
601851-018101	GALLEY G1	SFE	NULL
601865-000301	GALLEY G2a	SFE	NULL
601891-019701	GALLEY G4B	SFE	NULL
601891-019901	GALLEY G4b	SFE	NULL
601891-020001	GALLEY G4b	SFE	NULL
601891-020101	GALLEY G4b	SFE	NULL
601891-020201	GALLEY G4b	SFE	NULL
601891-020301	GALLEY G4b	SFE	NULL
601891-020401	GALLEY G4b	SFE	NULL
601891-020501	GALLEY G4b	SFE	NULL
601891-020601	GALLEY G4b	SFE	NULL
601850-012101	GALLEY G1	SFE	NULL
601850-012301	GALLEY G1	SFE	NULL
601850-012401	GALLEY G1	SFE	NULL
601852-025501	GALLEY G1	SFE	NULL
600852-31403	GALLEY G1	SFE	NULL
601858-000201	GALLEY G5	SFE	NULL
601851-020601	GALLEY G1	SFE	NULL
601891-008301	Galley G4b	SFE	NULL
601903-000201	GALLEY SG4	SFE	NULL
601903-000301	GALLEY SG4	SFE	NULL
601903-000401	GALLEY SG4	SFE	NULL
601903-000501	GALLEY SG4	SFE	NULL
601903-000601	GALLEY SG4	SFE	NULL
601903-000701	GALLEY SG4	SFE	NULL
601903-000801	Galley SG4	SFE	NULL
601903-000901	Galley SG4	SFE	NULL
600928-3	GALLEY G1	BFE	NULL
600929-3	GALLEY G3b	BFE	NULL
600930-203	GALLEY G4b	BFE	NULL
600930-3	GALLEY G4b	BFE	NULL
600937-3-ML	GALLEY G2a, HS	BFE	NULL
601858-037901	Galley G5	SFE	NULL
601858-038001	Galley G5	SFE	NULL
601858-038201	Galley G5	SFE	NULL
601858-038401	Galley G5	SFE	NULL
601858-038501	Galley G5	SFE	NULL
601858-038801	Galley G5	SFE	NULL
601858-038901	GALLEY G5	SFE	NULL
601858-039401	Galley G5	SFE	NULL
601858-039501	GALLEY G5	SFE	NULL
601858-039601	GALLEY G5	SFE	NULL
601858-039701	GALLEY G5	SFE	NULL
601858-039801	GALLEY G5	SFE	NULL
601858-039901	GALLEY G5	SFE	NULL
601858-040001	GALLEY G5	SFE	NULL
601858-040101	GALLEY G5	SFE	NULL
601858-040201	GALLEY G5	SFE	NULL
601865-010501	Galley G2a	SFE	NULL
601865-010601	Galley G2a	SFE	NULL
601865-010701	Galley G2a	SFE	NULL
601865-010801	Galley G2a	SFE	NULL
601865-010901	Galley G2a	SFE	NULL
601865-011001	Galley G2a	SFE	NULL
601865-011101	Galley G2a	SFE	NULL
601865-011201	Galley G2a	SFE	NULL
601865-011301	Galley G2a	SFE	NULL
601865-011401	Galley G2a	SFE	NULL
601865-011501	Galley G2a	SFE	NULL
601865-011601	Galley G2a	SFE	NULL
601865-011701	Galley G2a	SFE	NULL
601865-011801	Galley G2a	SFE	NULL
601865-011901	Galley G2a	SFE	NULL
601865-012001	Galley G2a	SFE	NULL
601865-012101	Galley G2a	SFE	NULL
601865-012201	Galley G2a	SFE	NULL
601865-012301	Galley G2a	SFE	NULL
601865-012401	Galley G2a	SFE	NULL
601865-012501	Galley G2a	SFE	NULL
601865-012601	Galley G2a	SFE	NULL
601865-012701	Galley G2a	SFE	NULL
601865-012801	Galley G2a	SFE	NULL
601866-000001	GALLEY G2A	SFE	NULL
601866-000101	GALLEY G2a FS DRY	SFE	NULL
601891-006801	G4b	SFE	NULL
601891-006901	G4b	SFE	NULL
600850-13	GALLEY G1	BFE	NULL
601858-032501	GALLEY G5	SFE	NULL
601858-032801	GALLEY G5	SFE	NULL
601858-032901	GALLEY G5	SFE	NULL
601858-033001	GALLEY G5	SFE	NULL
601888-006601	GALLEY SG4	SFE	NULL
601888-006701	GALLEY SG4	SFE	NULL
601888-006801	GALLEY SG4	SFE	NULL
601888-007101	GALLEY SG4	SFE	NULL
601888-007301	GALLEY SG4	SFE	NULL
601888-007401	GALLEY SG4	SFE	NULL
601888-007501	GALLEY SG4	SFE	NULL
601888-007601	GALLEY SG4	SFE	NULL
601888-007701	GALLEY SG4	SFE	NULL
601888-007801	GALLEY SG4	SFE	NULL
601888-007901	GALLEY SG4	SFE	NULL
601888-008001	GALLEY SG4	SFE	NULL
601888-008101	GALLEY SG4	SFE	NULL
601888-008201	GALLEY SG4	SFE	NULL
601888-008301	GALLEY SG4	SFE	NULL
601888-008401	GALLEY SG4	SFE	NULL
601888-008501	GALLEY SG4	SFE	NULL
601888-008601	GALLEY SG4	SFE	NULL
601888-008701	GALLEY SG4	SFE	NULL
601888-008801	GALLEY SG4	SFE	NULL
601888-008901	GALLEY SG4	SFE	NULL
601889-000201	GALLEY SG4U	SFE	NULL
601891-000001	GALLEY SG4i	SFE	NULL
601891-020701	GALLEY G4b	SFE	NULL
601891-020801	GALLEY G4b	SFE	NULL
601891-021101	GALLEY G4b	SFE	NULL
601858-040301	GALLEY G5	SFE	NULL
601858-041301	GALLEY G5	SFE	NULL
601858-041401	GALLEY G5	SFE	NULL
601858-041501	GALLEY G5	SFE	NULL
601858-041601	GALLEY G5	SFE	NULL
601858-041801	GALLEY G5	SFE	NULL
601858-041901	GALLEY G5	SFE	NULL
601858-042001	GALLEY G5	SFE	NULL
601858-042101	GALLEY G5	SFE	NULL
601858-042301	GALLEY G5	SFE	NULL
601858-042401	GALLEY G5	SFE	NULL
601858-042501	GALLEY G5	SFE	NULL
601858-042601	GALLEY G5	SFE	NULL
601858-042701	GALLEY G5	SFE	NULL
601858-042801	GALLEY G5	SFE	NULL
601858-042901	GALLEY G5	SFE	NULL
601858-043001	GALLEY G5	SFE	NULL
601858-043201	GALLEY G5	SFE	NULL
601858-043401	GALLEY G5	SFE	NULL
601858-043501	GALLEY G5	SFE	NULL
601858-043601	GALLEY G5	SFE	NULL
601858-043701	GALLEY G5	SFE	NULL
601858-043801	GALLEY G5	SFE	NULL
601858-043901	GALLEY G5	SFE	NULL
601858-044201	GALLEY G5	SFE	NULL
601858-044301	GALLEY G5	SFE	NULL
601858-044401	GALLEY G5	SFE	NULL
601858-044501	GALLEY G5	SFE	NULL
601858-044601	GALLEY G5	SFE	NULL
601858-044701	GALLEY G5	SFE	NULL
601858-044801	GALLEY G5	SFE	NULL
601858-044901	GALLEY G5	SFE	NULL
601858-045001	GALLEY G5	SFE	NULL
